wasted_computation_no_offload,wasted_computation_offload,charge_rate,discharge_rate,AI_computation,offload,no_offload,best_offload
330132,181196,0.004827586206896552,0.007310344827586207,0.006,156625,119873,178977.2727272727
347148,163272,0.004827586206896552,0.007310344827586207,0.009,157630,102859,178977.2727272727
359957,160546,0.004827586206896552,0.007310344827586207,0.012,155996,90051,178977.2727272727
369845,153695,0.004827586206896552,0.007310344827586207,0.015,156891,80163,178977.2727272727
332786,191346,0.004827586206896552,0.007724137931034483,0.006,151728,117221,173076.9230769231
349078,181886,0.004827586206896552,0.007724137931034483,0.009,149912,100924,173076.9230769231
361418,178240,0.004827586206896552,0.007724137931034483,0.012,148438,88589,173076.9230769231
371105,164805,0.004827586206896552,0.007724137931034483,0.015,151394,78901,173076.9230769231
335360,188477,0.004827586206896552,0.008137931034482758,0.006,149805,114647,167553.1914893617
351027,182192,0.004827586206896552,0.008137931034482758,0.009,147986,98979,167553.1914893617
363066,183378,0.004827586206896552,0.008137931034482758,0.012,145113,86940,167553.1914893617
372392,180323,0.004827586206896552,0.008137931034482758,0.015,144521,77614,167553.1914893617
337809,200074,0.004827586206896552,0.008551724137931035,0.006,144727,112196,162371.13402061857
352862,195791,0.004827586206896552,0.008551724137931035,0.009,141928,97144,162371.13402061857
364342,192365,0.004827586206896552,0.008551724137931035,0.012,140666,85664,162371.13402061857
373529,181304,0.004827586206896552,0.008551724137931035,0.015,142893,76480,162371.13402061857
340303,206196,0.004827586206896552,0.00896551724137931,0.006,140907,109699,157500.0
354608,192533,0.004827586206896552,0.00896551724137931,0.009,140990,95399,157500.0
365709,204061,0.004827586206896552,0.00896551724137931,0.012,135436,84299,157500.0
374501,190793,0.004827586206896552,0.00896551724137931,0.015,138155,75508,157500.0
342408,214065,0.004827586206896552,0.009379310344827585,0.006,136899,107597,152912.62135922333
356293,206403,0.004827586206896552,0.009379310344827585,0.009,135406,93714,152912.62135922333
367034,206978,0.004827586206896552,0.009379310344827585,0.012,132964,82971,152912.62135922333
375618,199918,0.004827586206896552,0.009379310344827585,0.015,133801,74391,152912.62135922333
344510,225133,0.004827586206896552,0.009793103448275862,0.006,132058,105494,148584.90566037735
357957,212370,0.004827586206896552,0.009793103448275862,0.009,132008,92051,148584.90566037735
368322,209503,0.004827586206896552,0.009793103448275862,0.012,130813,81683,148584.90566037735
376559,212069,0.004827586206896552,0.009793103448275862,0.015,128511,73449,148584.90566037735
346788,234998,0.004827586206896552,0.010206896551724139,0.006,127998,103214,144495.4128440367
359633,217893,0.004827586206896552,0.010206896551724139,0.009,128837,90374,144495.4128440367
369605,220614,0.004827586206896552,0.010206896551724139,0.012,125948,80404,144495.4128440367
377735,211654,0.004827586206896552,0.010206896551724139,0.015,127410,72268,144495.4128440367
348753,229680,0.004827586206896552,0.010620689655172414,0.006,127286,101256,140625.00000000003
361184,231046,0.004827586206896552,0.010620689655172414,0.009,123734,88819,140625.00000000003
370937,230915,0.004827586206896552,0.010620689655172414,0.012,121511,79069,140625.00000000003
378550,229244,0.004827586206896552,0.010620689655172414,0.015,120573,71459,140625.00000000003
350719,244109,0.004827586206896552,0.011034482758620689,0.006,122162,99284,136956.52173913043
362562,240915,0.004827586206896552,0.011034482758620689,0.009,119650,87444,136956.52173913043
372089,227614,0.004827586206896552,0.011034482758620689,0.012,121375,77913,136956.52173913043
379535,229221,0.004827586206896552,0.011034482758620689,0.015,119430,70468,136956.52173913043
352443,258935,0.004827586206896552,0.011448275862068966,0.006,117379,97557,133474.57627118647
363981,243702,0.004827586206896552,0.011448275862068966,0.009,117572,86027,133474.57627118647
373107,226358,0.004827586206896552,0.011448275862068966,0.012,120460,76901,133474.57627118647
380475,226461,0.004827586206896552,0.011448275862068966,0.015,119171,69533,133474.57627118647
354128,254177,0.004827586206896552,0.01186206896551724,0.006,116633,95877,130165.28925619833
365323,251941,0.004827586206896552,0.01186206896551724,0.009,113854,84682,130165.28925619833
374348,242912,0.004827586206896552,0.01186206896551724,0.012,114286,75661,130165.28925619833
381411,236162,0.004827586206896552,0.01186206896551724,0.015,115123,68596,130165.28925619833
355906,255631,0.004827586206896552,0.012275862068965518,0.006,114779,94100,127016.12903225805
366738,250904,0.004827586206896552,0.012275862068965518,0.009,112789,83262,127016.12903225805
375400,264782,0.004827586206896552,0.012275862068965518,0.012,106775,74602,127016.12903225805
382319,246878,0.004827586206896552,0.012275862068965518,0.015,110580,67690,127016.12903225805
357595,253335,0.004827586206896552,0.012689655172413793,0.006,113575,92414,124015.74803149607
368024,261339,0.004827586206896552,0.012689655172413793,0.009,108839,81978,124015.74803149607
376349,259115,0.004827586206896552,0.012689655172413793,0.012,107387,73659,124015.74803149607
383234,240612,0.004827586206896552,0.012689655172413793,0.015,111682,66768,124015.74803149607
359136,273105,0.004827586206896552,0.01310344827586207,0.006,108049,90867,121153.84615384616
369227,261949,0.004827586206896552,0.01310344827586207,0.009,107504,80781,121153.84615384616
377367,255278,0.004827586206896552,0.01310344827586207,0.012,107427,72638,121153.84615384616
383961,257809,0.004827586206896552,0.01310344827586207,0.015,105322,66046,121153.84615384616
360687,270551,0.004827586206896552,0.013517241379310345,0.006,107030,89320,118421.05263157896
370551,270257,0.004827586206896552,0.013517241379310345,0.009,104104,79458,118421.05263157896
378348,253867,0.004827586206896552,0.013517241379310345,0.012,106706,71660,118421.05263157896
384855,263656,0.004827586206896552,0.013517241379310345,0.015,102661,65154,118421.05263157896
362138,283480,0.004827586206896552,0.01393103448275862,0.006,102881,87869,115808.82352941178
371689,273967,0.004827586206896552,0.01393103448275862,0.009,101988,78317,115808.82352941178
379310,269263,0.004827586206896552,0.01393103448275862,0.012,101378,70695,115808.82352941178
385559,266121,0.004827586206896552,0.01393103448275862,0.015,100914,64444,115808.82352941178
363781,270784,0.004827586206896552,0.014344827586206896,0.006,104113,86225,113309.35251798562
372943,278900,0.004827586206896552,0.014344827586206896,0.009,99768,77066,113309.35251798562
380325,274106,0.004827586206896552,0.014344827586206896,0.012,99021,69684,113309.35251798562
386425,268047,0.004827586206896552,0.014344827586206896,0.015,99578,63584,113309.35251798562
365047,230496,0.004827586206896552,0.014758620689655172,0.006,110550,84961,110915.49295774648
